"REFERENCE","SAMPLE.CODE","SITE.NAME","country","WTD","pH","lat","lon","ALA.MIL","AMP.WRI","ARC.ART","ARC.CAT","ARC.DIS","ARC.GIB","ARC.HEM","ARC.VUL","ARC.FLA","ARG.DEN","ASS.MUS","ASS.SEM","BUL.IND","CEN.ACU","CEN.CAS","CEN.ECO","CEN.PLA","CON.PON","COR.TRI","CRY.OVI","CRY.SAC","CYC.ARC","CYP.AMP","DIF.ACU","DIF.BAC","DIF.GLO","DIF.LEI","DIF.LUC","DIF.OBL","DIF.OVI","DIF.PRI","DIF.PUL","DIF.RUB","DIF.URC","EUG.CIL","EUG.ROT","EUG.STR","EUG.TUB","GIB.TUB","HEL.PET","HEL.ROS","HEL.SPH","HEL.SYL","HYA.ELE","HYA.MIN","HYA.PAP","HYA.SUB","LES.EPI","LES.SPI","NEB.BAR","NEB.COL","NEB.FLA","NEB.MIN","NEB.PEN","NEB.TIN","PAD.LAG","PAD.WAI","PAR.IRR","PHR.ACR","PHY.GRI","PLAGIO","PLA.SPI","PLA.CAR","PLA.MAR","PSE.FAS","PSE.FUL","PYXI","QUA.SYM","SPH.LEN","TRA.DEN","TRI.ARC","WAI.EBO"
"Clifford (unpublished)","EC11-11","Eagle Creek","United States of America",18,4.09,58.284,-134.521,0,16,0,0,0,0,0,0,8,0,5,1,0,6,0,0,0,0,5,0,0,3,0,0,3,3,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,1,0,10,1,6,0,0,0,0,0,0,0,0,6,0,3,0,0,1,0,2,1,4,0,9,0,0,1,0,0,0
"Clifford (unpublished)","PB11-6","Point Bridget","United States of America",18,3.97,58.647,-134.934,0,0,0,1.9,0,0,0,0,11.2,0,14,0,0,0,0,0,0,0,0.9,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.9,29,5.6,20.6,0,0,0,0,0,0,0,0,0.9,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clifford (unpublished)","PB11-10","Point Bridget","United States of America",18,3.9,58.647,-134.934,0,0,0,0,0,0,0,0,51.8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0.9,0,13.4,0,17,0,0,0,0,0,0,0,0,2.7,0,0,0,1.8,0,0,0,0,0,0,3.6,0,0,0,0,0,0
"Clifford (unpublished)","SB11-6","Surrey","Canada",18,3.8,49.204,-122.747,9.1,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,13.6,3.6,0,0,0,0,0,0.9,0,0,0,0,0.9,0,0,0,0,0,12.7,0,0,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0.9,0
"Clifford (unpublished)","SB11-9","Surrey","Canada",18,3.9,49.204,-122.747,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,37,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Payne et al 2006","BB05","Bicentennial Park","United States of America",18,4.3,61.16,-149.743,0,0,1.2,0,0,0,0,0,3,0,4.1,9.5,0,2.4,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,37.9,0,11.2,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,10.7,5.3,0,9.5,0,0,0,0,0,0,0,0,0,0
"Amesbury et al 2013","E5","Saco","United States of America",18,4.47,43.553,-70.471,11.3,0,0,0.4,0,0,0,0,20.7,0,2,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,3.9,0,1.6,1.2,50,0.4,3.5,0,0,0,0,0,0,0,0,0,0,0.4,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0
"Amesbury et al 2013","D3","Colin","Canada",18,3.9,45.108,-63.895,0,0,0,0,0,0,0,0,34.2,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,1.8,38.8,0.9,16.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amesbury et al 2013","C1","Burnt Village Bog","Canada",18,4.24,51.126,-55.927,0,0,0,0,0,0,0,0,30.5,0,0,0,0,0,0,0,0,0,0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0.5,0,18.9,11.1,26.8,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
"Finkelstein/Bunbury unpublished","M26","Attawapiskat River 2","Canada",18,3.87,52.72,-83.94,15,0,0,0,0,0,0,0,24.3,0,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3,0,0,0,0,0,0,0.9,0,0,0,4.7,3.7,25.2,0,0,0.9,0,0,0,0,0,0,0,3.7,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0
"Finkelstein/Bunbury unpublished","M32","Attawapiskat River 3","Canada",18,5.87,52.712,-84.174,0,0,0,1.7,5.2,0,0,0,34.8,0,3.5,0,0,1.7,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0.9,0,0,0,4.3,0,15.7,0,11.3,0,0,0,0,0.9,0,0,0,8.7,0,0,0,4.3,0,0,0,0,0,0,0,0,0.9,0,0,0,0
"Lamarre et al 2013","LG2 Bog_6","La Grande Bog","Canada",18,3.96,53.65,-77.726,6,0,0,2.7,0,0,0,0,16,0,5.3,3.3,0,0,0,0,0,0,2,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,1.3,0,0,0,0.7,1.3,39.3,0,17.3,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0
"Lamarre et al 2013","MTG Bog1_3","Matagami 1","Canada",18,5.37,49.752,-77.657,0.7,0,0,0,0,0,0,0,6.6,4.6,9.9,0.7,0,2,0,1.3,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,3.3,2,5.3,43.7,0,3.3,0,0,0,0,0,0,0,0,7.3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lamarre et al 2013","MTG Bog2_8","Matagami 2","Canada",18,4.33,49.685,-77.732,6.7,0,0,1.3,0,0,0,0,3.3,10,6,0.7,0,0,2.7,0,0,0,1.3,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,2.7,0,0,3.3,1.3,3.3,25.3,0,0,0,0,0,0,0.7,0,0,0,3.3,0,0,0,6,16,0,0,0,0,0,0,0,0,0,0,1.3,0
"Lamarre et al 2013","Plaine_12","Plaine","Canada",18,4.16,50.27,-63.54,1.3,0,0,4.6,0,0,0,0,5.9,0,1.3,0.7,0.7,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2.6,32.2,2.6,38.2,0,0,0,0,0,0,0,0,1.3,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0.7,0
"Lamarre et al 2013","VLD Bog_10","Val d'Or","Canada",18,3.64,48.187,-77.595,20,0,0.6,0,0.6,0,0,0,8.8,0,5.6,1.3,0,0,0,0.6,0,0,0.6,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,5,1.3,30,0.6,14.4,0,0,0,0,0,0.6,0,0,1.9,0,0,0,1.9,3.8,0,0,0,0,0,0,0,0,0,0,0.6,0
"Warner 1987","S6","Sifton","Canada",18,4.8,42.97,-81.323,0.4,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,3.2,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,3.2,0,37.4,0,30.6,0,0,0,0,0,0,0,0,8.3,0,0,0,0,4.7,0,0,1.8,0,0,0,0,0,0,0,3.2,0
"Warner 1987","C12","Chesney","Canada",18,6.4,43.226,-80.644,0.7,0,5.4,0,0,0,0,0,0,0,11.4,0,0,4,15.4,0,0,0,4,0,0,38.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8,0,0,0
"Roe et al 2017","ALF2","Alfred","Canada",18,4.65,45.494,-74.805,3.4,0,0,0,0.5,0,0,0,0,0,10.2,1.5,0,3.4,0.5,0,0,0,2,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.4,0.5,2,0,0,0,3.9,34.1,0,2,15.6,0,0,0,3.4,0,2.4,2.4,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,0
"Roe et al 2017","ALF25","Alfred","Canada",18,2.77,45.494,-74.805,5,0,0,0,6.9,0,0,0,0,0,17.6,1.3,0,0,0,0,0,0,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0.6,3.1,5,0,0,0,0,5.7,17,0,0,7.5,0,0,0,3.1,0,5,8.2,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0
"Roe et al 2017","ALF41","Alfred","Canada",18,2.94,45.494,-74.805,2.7,0,0,0,4.1,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0.7,1.4,0,0.7,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,2.7,53.1,0,8.2,16.3,0,0,0,1.4,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0
"Roe et al 2017","MER10","Mer Bleue","Canada",18,4.12,45.402,-75.486,0.7,0,0,0,16.8,0,0,0,0,0,7,0.7,0,4.2,0,0,0.7,0,3.5,0,0,2.8,0,2.1,0,0,0,0,0,0,0,0,0,0,0,2.8,7,0,2.1,0,0,0,0.7,32.2,0,0,4.2,0,0,0,0.7,0,3.5,0,5.6,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,1.4,0
"Roe et al 2017","MIR14","Mirabel","Canada",18,3.76,45.685,-74.045,0,0,0,0,0.6,0,0,0,0,0,26.9,2.3,0,0,0,0,0,0,15.8,0,0,1.8,0,0,0,0,0,0,0,0,0,1.2,0,0,0,4.1,1.8,1.8,0,0,0,0,0.6,0,0,0,17.5,0,0,0.6,0,0,0,2.3,0,0,0,0,3.5,0,0,0,0,0,0.6,0,0,0,0,0,18.7,0
"Charman and Warner 1992","8C13","Wally Creek","Canada",18,4.61,49.076,-80.537,20,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,20,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"Charman and Warner 1992","12C25","Wally Creek","Canada",18,4.21,49.076,-80.537,30.3,0,3,0,0,0,0,0,0,0,8.1,3,1,3,2,0,0,0,12.1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,1,0,0,0,0,18.2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Markel et al. 2010","GF45-50","Gas field","United States of America",18.4,3.6,60.445,-151.246,2.6,0,0.7,6,0,0,0,0,45.7,0,4,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.7,1.3,0,4.6,0,0,0,16.6,0,7.3,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,5.3,0,0,0,0,0,0,0,0,0.7,0
"Payne et al 2006","BB11","Bicentennial Park","United States of America",18.4,5.1,61.16,-149.743,0,10.5,0,0,7.2,0,0,0,0,0,0.7,0,0,17.8,5.3,0,6.6,0,0,0,0,0,0,0,4.6,0.7,0,0,0,0,0,0,0,0,19.1,0,0,0,0,0,4,2,0,0,0,0.7,0,0,0,0,0,0,0,4,0.7,0,0,0,4,4.6,0,0,0,7.9,0,0,0,0,0,0,0,0
"Booth 2008","SG09","Spring Pond","United States of America",18.5,3.52,44.368,-74.499,2,0,0,0,0,0,0,0,3.5,0,3,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2.5,38,0,28.5,0,0,0,0,1,0,0,0,1,0,0,0,0.5,4,0,0,0,0,0,0,0,0,0,0,0.5,0
"Booth 2008","SG22","Spring Pond","United States of America",18.5,3.48,44.368,-74.499,9.4,0,0,0,0,0,0,0,18.8,0,9.4,1.9,0.6,1.9,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,1.9,0.6,41.3,0,4.4,0,0,0,0,1.9,0,0,0,6.3,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0
"Booth 2008","TL88","Trout B","United States of America",18.5,3.58,46.004,-89.594,0.2,0,0,0,0,0,0,0,42.5,0,7,0.2,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,1.3,0,0,0,0,0,0.9,0,46.1,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
"Lamarre et al 2013","VLD Bog_7","Val d'Or","Canada",18.5,3.55,48.187,-77.595,17.3,0,0.7,1.3,0.7,0,0,0,7.3,0,10,1.3,0,0,0.7,0.7,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,4.7,0,0,0,4,3.3,18,0,12,0,0,0,0,0,0.7,0,0,8,0,0,0,2.7,5.3,0,0,0,0,0,0,0,0,0,0,0,0
"Booth 2001","914cda","Tahquamenon Bay","United States of America",19,4.3,46.475,-84.995,4,0,0,1,2.5,0,0,0,2,0,20.5,3,0,3.5,0.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1.5,34,0,3.5,0,0,0,0,2,0,0,0,4.5,0,0,0,0.5,7.5,0,0,0,0,0,0,0,0,0.5,0,2,0
"Booth 2001","951dda","Tahquamenon Bay","United States of America",19,3.9,46.475,-84.995,19.3,0,0,0,4,0,0,0,4.7,0,14.7,0.7,0,2,0.7,0,0,0,0,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,10,18,0,4,0,0,0,0,0,0,0,1.3,7.3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1.3,0
"Booth 2002","IB20W65:9.3","Independence","United States of America",19,3.8,47.419,-88.01,4.7,0,0,1.2,0,0,0,0,0,0,4.7,3.6,0,0,0,0.8,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,2,1.6,59.3,0,3.2,0,0,0,0,6.3,0,0,0,1.6,0,0,0,0.8,6.3,0,0.4,0,0,0,0,0,0,0,0,2.8,0
"Booth 2002","MINDENI","Minden","United States of America",19,3.5,43.61,-82.836,0,0,0,0,2.6,0,0,0,0,0,0.8,0,6,0,0.4,0,0,0,0,0,0,17.7,0,0,0,0,0.4,0,0.8,0,0,1.1,0,0,0,0,4.1,1.1,0,1.5,0,0,1.5,0,0,0,21.4,0,0,0,0,0,0,0.4,0,0,0,0,0,6.8,0,0.8,0,0,0,6,0,0,0,0,26.7,0
"Booth 2002","NRB5","North Rhody","United States of America",19,3.9,46.583,-86.073,0,0,0,1.6,6.3,0,0,0,0.8,0,4.8,0.4,0,0,0,0,0,0,0,0,0,0,0,0.8,0,1.6,0,0,0,0,0,0,0,0,0,0,1.2,2.4,0,0,0,0,0,0.4,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,45.2,25.4,0,0,0,0,0,0,0,0,0,0,0,0
"Booth 2002","NRB6","North Rhody","United States of America",19,3.8,46.583,-86.073,0,0,0,1.6,3.1,0,0,0,0,0,8.3,3.5,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0.4,0,1.2,0,0,0,0,0,0,0,0,1.6,0,0,0.8,12.6,3.5,4.3,0,0.4,0,0,0,0,1.6,0,0,0,0,0,0,0,39.8,11.8,0,0,0,0,0,0,0,0,0,0,5.1,0
"Booth 2002","NRB7","North Rhody","United States of America",19,3.9,46.583,-86.073,0,0,0,0.4,1.9,0,0,0,0,0,4.2,0.8,0,1.1,0,5,0,0,0,0,0,0,0,0,0,0,1.5,0,0.8,0,0,0,0,0,0,0,0,0.4,0,0,0,1.9,1.5,1.1,0,28.2,0,0,0,0,4.2,0,0,0,0,0,0,0,26.3,19.8,0,0,0,0,0,0,0,0,0,0,0.8,0
"Booth 2002","WATB1","West Adams Trail","United States of America",19,3.9,46.553,-86.105,5.5,0,0,0.3,6.1,0,0,0,4.2,0,6.8,2.3,0,1.6,0.3,0,0.3,0,0.6,0,0,1.9,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0.6,3.5,0,0,0.3,3.5,2.6,25.4,0,3.2,0,0,0,0,2.6,0,0,2.3,5.5,0,0,0,3.5,10,0,1.3,0,0,0,3.9,0,0,0,0,0.3,0
"Booth 2002","WATB2","West Adams Trail","United States of America",19,3.9,46.553,-86.105,0.4,2.4,0,1.6,29.9,0,0,0,0.4,0,3.2,0.8,0.4,2.4,0.4,0.4,0,0,0.4,0,0,10.8,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,1.6,3.6,0,0,0,4.8,0.4,7.2,0,4.4,0,0,0,0,2,0,0,0,2.8,0,0,0,6.8,11.6,0,0.4,0,0,0,0,0,0,0,0,0,0
"Booth 2002","WATB3","West Adams Trail","United States of America",19,3.9,46.553,-86.105,8.4,1,0,0,21.5,0,0,0,6.7,0,1.7,1,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,3.4,0,0,0,2.7,0,9.7,0,14.8,0,0,0,0,0.3,0,0,0.7,1,0,0,0,9.4,13.4,0,2.7,0,0,0,0,0,0,0,0,0,0
"Booth 2002","WATB4","West Adams Trail","United States of America",19,3.9,46.553,-86.105,6.3,0,0,0.7,15.1,0,0,0,0.7,0,1.8,1.1,0,1.4,0,1.1,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,3.9,10.2,0,20.4,0,0,0,0,0.7,0,0,2.8,3.2,0,0,0,5.3,12.6,0,0,0,0,0,3.5,0,0,0,0,0.7,0
"Booth 2008","MI19","Minden","United States of America",19,3.65,43.61,-82.836,5.4,0,0,0,0,0,0,0,0.5,0,11.8,1.6,0.5,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,4.8,0,0,0,0.5,2.2,0,0,0,0.5,0,0,0,0,0,0,0,68.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0
"Booth 2008","MI29","Minden","United States of America",19,3.56,43.61,-82.836,3.6,0,0,0,0,0,0,0,0,0,60.1,14.5,1.4,0,0.7,0,0,0,1.4,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,0
"Booth 2008","SG05","Spring Pond","United States of America",19,3.61,44.368,-74.499,0.6,0,0.6,0,0,0,0,0,11.4,0,8.4,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,1.8,3.6,44.6,0,15.1,0,0,0,0,2.4,0,0,0,0,0,0,0,0.6,2.4,0,0.6,0,0,0,0,0,0,0,0,6,0
"Booth 2008","TL06","Crystal","United States of America",19,3.59,46.007,-89.605,1,0.7,1,0.3,0,0,0,0,29.9,0,17.7,2.7,0.3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,1.7,0,0,0,5.4,0.3,7.5,0,16,0,0,0,0,1.7,0,0,0,1,0,0,0,3.4,5.8,0,0,0,0,0,0,0,0,0,0,0,0
"Booth 2008","TL69","Trout F","United States of America",19,3.63,46.004,-89.594,1.9,0.4,0,0,6.6,0,0,0.4,3.1,0,13.1,1.5,0,0,0,0.4,0,0,1.9,0,0,0.8,0,0.4,0.4,8.9,0.4,2.3,0,0,0,0,0,0,0,3.9,5.4,8.5,0,0.8,0.4,6.6,1.9,4.6,0,7.3,1.2,0,0,0,1.2,0,0,0,3.9,0,0,0,9.3,2.7,0,0,0,0,0,0,0,0,0,0,0,0
"Booth 2008","TOA01","Toivola A","United States of America",19,3.82,46.927,-92.795,10.6,0,0,0,0,0,0,0,0,0,5.6,3.4,0.6,1.7,0.6,7.3,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0.6,1.7,0.6,0.6,30.2,0,2.2,0,0,0,0,0,0,0,0,16.8,0,0,0,1.7,1.1,0,0,0,0,0,0,0,0,0,0,12.3,0
"Booth & Zygmunt 2005","CHAT15","Chatanooga","United States of America",19,3.5,36.961,-107.693,0,0,0,0,0,0,0,0,0,7.4,20.1,0,0,0,8.1,0,0,0,5.4,21.5,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4,3.4,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,16.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Markel et al. 2010","AK34","Funny River","United States of America",19,5.48,60.415,-150.901,0,0,0,0,0,0,0,0,9.3,0,1.3,0,0,0,0,0,0,0,0,56.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Markel et al. 2010","AK51","Richardson ","United States of America",19,5.04,62.604,-145.448,15.7,0,0,3.6,0,0,0,0,0.7,1.4,17.9,0,0,0,7.9,0,1.4,0,28.6,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,1.4,0,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,1.4,0,0
"Clifford (unpublished)","BB11-7","Burns","Canada",19,3.62,49.123,-122.97,20.3,0,0,0,0,0,0,0,2.4,0,16.3,0.8,0,0,0,0,0,0,6.5,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,14.6,0,0,0,0,0,8.9,26.8,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clifford (unpublished)","FC11-4","Fish Creek",NA,19,4.07,58.336,-134.554,1,0,1,0,0,0,0,0,26.2,0,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32,0,23.3,0,0,0,0,0,0,0,0,0,0,0,0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0
"Payne et al 2006","KC06","Kachemak","United States of America",19,5.8,59.792,-151.169,0,0,2.1,0,0,0,0,0,0,0.7,6.3,0,0.7,2.8,22.2,0,0,0,27.1,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,4.2,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,7.6,0,0,0,0,0,0,0,0,0,4.2,0,0,0
"Payne et al 2006","KC09","Kachemak","United States of America",19,5.4,59.792,-151.169,0,0.6,5.7,0,0,0,0,0,16.4,0,10.1,0.6,0,0.6,8.2,15.7,0,0,13.2,15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,0,0,0,0,0,0.6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0.6,0,0,0
"Amesbury et al 2013","B3","Saco","United States of America",19,NA,43.553,-70.471,13.4,0,0,0,0.7,0,0,0,43.9,0,0.4,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,3,0.4,0,5.6,0,0.4,0.7,20.8,0,4.5,1.5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0
"Amesbury et al 2013","D2","Nordan's Pond","Canada",19,4.29,49.161,-53.598,31.1,0,0,0,0,0,0,0,0,0,8.5,0,2.8,1.7,0,0.6,0,0,1.1,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,4,1.1,2.3,23.2,1.1,3.4,4,0,0,0,0,0,0,0,4.5,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0
"Amesbury et al 2013; Charman and Warner 1997","4","Crooked","Canada",19,4.23,49.139,-56.111,0,0,0,0,0,0,0,0,16.2,0,5.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5.1,28.3,0,41.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lamarre et al 2013","KUJU_5","Kuujuarapik","Canada",19,4.7,55.226,-77.696,13,0.6,0,1.1,0,0,0,0,0,8.5,1.1,0,0,5.6,11.3,0,0,0,2.8,0,0,16.4,0,0,0,0,0,0.6,0,0,9.6,0.6,0,0,0,0.6,0,1.1,0,0,2.3,0,0,0,0,0.6,0,0,0,0,0,1.1,0,0,15.3,0,0,0,1.1,0.6,0,0.6,0,0,0,3.4,0,0,2.3,0,0,0
"Lamarre et al 2013","Lebel_G_4","Lebel-G",NA,19,NA,49.101,-68.219,5,0,0,0,0,0,0,0,0,0,18.8,0.6,4.4,0,3.1,0.6,0,0,35.6,0.6,0,0,0,0,0,0,0,0,0,0,4.4,0,0,0,0,1.3,0,1.9,0,0,0,0,2.5,0,0,0,1.3,0,0,0,0,8.1,0,0,0.6,0,0,0,0,0,0,0,0,0,0,11.3,0,0,0,0,0,0
"Lamarre et al 2013","Manic_9","Manic","Canada",19,4.11,49.123,-68.292,0.7,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9,0,35.1,2,43.7,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0
"Lamarre et al 2013","VRD Fen_3","Verendrye","Canada",19,4.07,47.303,-76.855,5.9,0,0,0,8.6,0,0,2.6,0,0,15.1,0,0,5.3,5.3,0,0,0,2.6,0,0,6.6,0,0,0,0.7,0,0,0,0,0,0,0,0,0,2.6,0,8.6,0,0,0,0,1.3,19.1,0,0.7,0,0,0,0,0,0,0,0,4.6,0,0,0,3.3,6.6,0,0,0,0,0,0.7,0,0,0,0,0,0
"Roe et al 2017","MER22","Mer Bleue","Canada",19,3.4,45.402,-75.486,0,0,0,0,0,0,0,0,0,0,13.5,2.2,1.1,1.1,0,0,0,0,3.9,0,0,32.6,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,3.9,0,0,3.4,0,0.6,2.2,0.6,0,0,15.2,0,0,0,0,0,0.6,0,0,0,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,11.8,0
